name,href,read,comments,like,time
错失恐惧症FOMO,https://www.jianshu.com/p/a43211f418bd,"
 4
","
 0
", 0,2018-11-29T20:49:24+08:00
行为经济学-有限的理性,https://www.jianshu.com/p/340fa2633013,"
 1
","
 0
", 0,2018-11-28T17:53:07+08:00
滞后效应,https://www.jianshu.com/p/ef131c4ba578,"
 5
","
 0
", 0,2018-11-27T20:59:08+08:00
减肥不成功？你需要2个称！,https://www.jianshu.com/p/bec7f68b3473,"
 5
","
 0
", 0,2018-11-26T18:03:04+08:00
做一个业余投资者,https://www.jianshu.com/p/0181a2f43e39,"
 5
","
 0
", 0,2018-11-25T22:43:00+08:00
价值观是什么？,https://www.jianshu.com/p/fde6017ed44a,"
 3
","
 0
", 0,2018-11-24T23:48:44+08:00
以偏概全和尝试,https://www.jianshu.com/p/ecdae6a34238,"
 1
","
 0
", 0,2018-11-23T17:31:17+08:00
看未来，为什么看未来？,https://www.jianshu.com/p/9b890035dbb2,"
 1
","
 0
", 0,2018-11-22T17:56:22+08:00
概率-熊市-耐心,https://www.jianshu.com/p/b82bf7924971,"
 3
","
 0
", 0,2018-11-21T22:30:41+08:00
不要冬天排队买白菜,https://www.jianshu.com/p/322a6200c851,"
 7
","
 0
", 0,2018-11-20T17:45:49+08:00
你的正确与众不同吗？,https://www.jianshu.com/p/83960a92b7a5,"
 2
","
 0
", 0,2018-11-19T17:32:13+08:00
没时间读书，怎么办？一招就够了,https://www.jianshu.com/p/1d78e2bdfbca,"
 7
","
 0
", 0,2018-11-18T17:05:49+08:00
笨鸟生个蛋，指望孩子替她飞？,https://www.jianshu.com/p/434f9e22e361,"
 10
","
 0
", 0,2018-11-17T22:37:20+08:00
寒冬中的区块链,https://www.jianshu.com/p/d36ee0b2ed5c,"
 6
","
 0
", 1,2018-11-16T15:58:41+08:00
冰山下的真想-眼见不为实,https://www.jianshu.com/p/a1b3780256c4,"
 22
","
 0
", 3,2018-11-15T17:59:58+08:00
机会就是选择,https://www.jianshu.com/p/0fd8b9fea33e,"
 3
","
 0
", 0,2018-11-14T17:54:00+08:00
时间不够如何办？要事第一！,https://www.jianshu.com/p/5a0bea562b1e,"
 0
","
 0
", 0,2018-11-13T18:11:29+08:00
为何好东西都去远方？,https://www.jianshu.com/p/e98e81db5b5e,"
 9
","
 0
", 0,2018-11-12T17:48:17+08:00
双十一人生处处是套路,https://www.jianshu.com/p/acdfa453dba4,"
 4
","
 0
", 0,2018-11-11T22:11:09+08:00
少就是多,https://www.jianshu.com/p/028a9a018bdc,"
 0
","
 0
", 0,2018-11-10T22:13:51+08:00
为何要放弃公平选择努力,https://www.jianshu.com/p/d4e91df7ec1a,"
 1
","
 0
", 0,2018-11-09T18:01:24+08:00
你有绿灯思维吗？,https://www.jianshu.com/p/2841c051a1df,"
 7
","
 0
", 0,2018-11-08T22:06:29+08:00
灰度思维,https://www.jianshu.com/p/1194bfef8d76,"
 0
","
 0
", 0,2018-11-07T21:44:16+08:00
边界思维,https://www.jianshu.com/p/1d151a23c6d3,"
 0
","
 0
", 0,2018-11-06T22:11:28+08:00
智能推荐的弊端,https://www.jianshu.com/p/d0570bcd0a78,"
 17
","
 0
", 0,2018-11-05T23:10:24+08:00
真爱成长，远离奶头乐,https://www.jianshu.com/p/3267f0452925,"
 8
","
 0
", 0,2018-11-04T22:39:48+08:00
知道做不到的原因,https://www.jianshu.com/p/0c29c5eeb3d6,"
 5
","
 0
", 0,2018-11-03T22:06:44+08:00
微习惯改变你的命运！,https://www.jianshu.com/p/35153994918e,"
 5
","
 0
", 0,2018-11-02T20:04:24+08:00
小孩才分对错，大人只看利弊,https://www.jianshu.com/p/701071f2222e,"
 6
","
 0
", 0,2018-11-01T17:56:12+08:00
你每天都去做重要的事情了吗？,https://www.jianshu.com/p/443545e09209,"
 30
","
 1
", 1,2018-10-31T17:22:15+08:00
读书在多，不践行，有何用？,https://www.jianshu.com/p/1a62fe10515e,"
 5
","
 0
", 0,2018-10-30T21:10:31+08:00
投资者是孤独的？你不知道？,https://www.jianshu.com/p/be8993e2f939,"
 6
","
 0
", 0,2018-10-29T21:05:29+08:00
决策你都不会，如何成功？,https://www.jianshu.com/p/8e02f25d8bd8,"
 10
","
 0
", 1,2018-10-28T23:50:01+08:00
欧链让区块链更美好,https://www.jianshu.com/p/b5d531dc7dc4,"
 28
","
 0
", 0,2018-10-27T17:25:20+08:00
你真的会读书？,https://www.jianshu.com/p/ebba9552a969,"
 17
","
 0
", 1,2018-10-26T22:44:47+08:00
四招教会你“坚持”,https://www.jianshu.com/p/3b2912d456f4,"
 7
","
 0
", 0,2018-10-25T22:27:36+08:00
写作没有好素材，看这里就对了,https://www.jianshu.com/p/cb76b327fce7,"
 276
","
 2
", 13,2018-10-24T22:31:30+08:00
高手都知道的写作秘密。。。,https://www.jianshu.com/p/4779d444556e,"
 161
","
 3
", 3,2018-10-23T22:22:18+08:00
如何写出受欢迎的文章？,https://www.jianshu.com/p/f3deb7dc17cb,"
 66
","
 1
", 2,2018-10-22T23:40:41+08:00
3分钟教会你如何写个好标题,https://www.jianshu.com/p/597e2dbf1ace,"
 155
","
 2
", 7,2018-10-21T23:11:04+08:00
成长的第一步你走对了吗？,https://www.jianshu.com/p/e10fd1497a96,"
 2
","
 0
", 0,2018-10-20T23:58:29+08:00
成长必备的技能-写作！-151,https://www.jianshu.com/p/863ad060925e,"
 5
","
 0
", 0,2018-10-19T16:11:51+08:00
解决你学习焦虑-成为终生提问者-150,https://www.jianshu.com/p/93afd8a8073f,"
 8
","
 0
", 1,2018-10-18T18:43:50+08:00
【投资心得】只看高价值区-149,https://www.jianshu.com/p/0d2ba05f7cb1,"
 7
","
 0
", 0,2018-10-17T17:54:07+08:00
不知道搜商，只能被淘汰-148,https://www.jianshu.com/p/aed591630f7f,"
 7
","
 0
", 0,2018-10-15T17:33:38+08:00
【投资心得】仓位决定脑袋-147,https://www.jianshu.com/p/d60ac25ea884,"
 8
","
 0
", 0,2018-10-12T17:50:53+08:00
纪念暴跌-146,https://www.jianshu.com/p/bede955e5fb8,"
 6
","
 0
", 0,2018-10-11T17:56:16+08:00
【投资心得】投资要有耐心-145,https://www.jianshu.com/p/550e668a8bbb,"
 16
","
 0
", 0,2018-10-09T16:08:27+08:00
消费观升级-144,https://www.jianshu.com/p/86179294a379,"
 6
","
 0
", 0,2018-10-07T21:48:43+08:00
观史知今当思进退，读书明志可识春秋-143,https://www.jianshu.com/p/0a5d47d6bdbd,"
 10
","
 0
", 0,2018-10-01T22:06:28+08:00
【投资心得】亡羊补牢禁止allin-142,https://www.jianshu.com/p/d44fd37c27de,"
 8
","
 0
", 0,2018-09-28T19:37:57+08:00
饭不可乱吃，知识更不能乱吃！-141,https://www.jianshu.com/p/9745988d9d5a,"
 10
","
 0
", 0,2018-09-27T11:19:48+08:00
读历-提高认知-140,https://www.jianshu.com/p/b54ce0067c04,"
 4
","
 0
", 0,2018-09-25T16:04:59+08:00
10万字了-139,https://www.jianshu.com/p/dbb8016052ca,"
 6
","
 0
", 0,2018-09-15T22:53:15+08:00
币改，票改，链改都是什么鬼？-138,https://www.jianshu.com/p/0e8052cb9929,"
 22
","
 0
", 1,2018-09-10T15:49:51+08:00
【随笔】如何正确的选择-137,https://www.jianshu.com/p/3fb133fc7dbf,"
 7
","
 0
", 0,2018-09-06T16:42:50+08:00
2018-09-04,https://www.jianshu.com/p/e443ad6d1d00,"
 8
","
 0
", 0,2018-09-04T17:43:02+08:00
USDT应该远离了-136,https://www.jianshu.com/p/c5cc51a9cf43,"
 65
","
 0
", 0,2018-09-03T21:09:41+08:00
熊市多读书-135,https://www.jianshu.com/p/24686e7b44bb,"
 6
","
 0
", 0,2018-08-30T17:11:24+08:00
【投资心得】自己做决策-134,https://www.jianshu.com/p/9e4978d30ef0,"
 9
","
 0
", 0,2018-08-24T13:58:25+08:00
焦虑定义-133,https://www.jianshu.com/p/caad45900eb6,"
 6
","
 0
", 0,2018-08-22T15:04:41+08:00
人之道损不足以奉有余-132,https://www.jianshu.com/p/ef60f7f761ba,"
 25
","
 0
", 1,2018-08-21T17:27:41+08:00
"耐得住寂寞,才能守得住繁华-131",https://www.jianshu.com/p/96d4d430223e,"
 8
","
 0
", 0,2018-08-20T17:41:42+08:00
恐慌的币圈130,https://www.jianshu.com/p/11e75c1eb118,"
 22
","
 0
", 0,2018-08-14T17:46:05+08:00
恐慌指数了解下-129,https://www.jianshu.com/p/5fb2a7b7c921,"
 7
","
 0
", 0,2018-08-10T17:52:58+08:00
比特币才是真正的比特币-128,https://www.jianshu.com/p/b2259f2b8de7,"
 7
","
 0
", 0,2018-08-06T20:00:09+08:00
2018年8月3日星期五币圈凉凉中-126,https://www.jianshu.com/p/89be5f8605dc,"
 16
","
 0
", 0,2018-08-03T11:24:34+08:00
【投资心得】投资-投机-旁氏骗局的异同-Fomo3D-126,https://www.jianshu.com/p/0993cac7c979,"
 99
","
 1
", 0,2018-07-21T20:10:21+08:00
【投资心得】重争勿往-125,https://www.jianshu.com/p/c9958efa881e,"
 114
","
 3
", 0,2018-07-18T17:39:31+08:00
eos免费用不容易124,https://www.jianshu.com/p/16f86b9e88e2,"
 15
","
 0
", 0,2018-07-11T22:39:24+08:00
eos生态-123,https://www.jianshu.com/p/653f065240ef,"
 37
","
 0
", 0,2018-07-10T21:03:58+08:00
欧链值的关注-122,https://www.jianshu.com/p/37e3ccf76284,"
 19
","
 0
", 0,2018-07-09T22:30:46+08:00
6月反思-熊市进行中-121,https://www.jianshu.com/p/f38cf182aa18,"
 17
","
 0
", 0,2018-07-08T22:35:58+08:00
坚持多么难120,https://www.jianshu.com/p/23ebe5a4600f,"
 18
","
 2
", 0,2018-07-07T22:16:13+08:00
119,https://www.jianshu.com/p/02a36e27009b,"
 7
","
 0
", 0,2018-07-06T23:25:34+08:00
我是如何套利200个eos的？-118,https://www.jianshu.com/p/0f8bf2d160eb,"
 73
","
 3
", 1,2018-07-05T17:23:38+08:00
李笑来的录音-117,https://www.jianshu.com/p/5caea955df43,"
 10
","
 0
", 0,2018-07-05T09:19:48+08:00
eos的ram投机-116,https://www.jianshu.com/p/9dbc6715d0f7,"
 18
","
 0
", 0,2018-07-03T16:27:09+08:00
eos钱包初体验-115,https://www.jianshu.com/p/ab8ab110eccc,"
 39
","
 2
", 0,2018-06-27T19:26:08+08:00
终于吃到dapp的红利-114,https://www.jianshu.com/p/0f5a7b27bfa1,"
 18
","
 0
", 0,2018-06-26T21:36:04+08:00
【投资心得】投资中避险才是刚需而不是冒险,https://www.jianshu.com/p/078b4f6fce8c,"
 14
","
 0
", 0,2018-06-25T18:28:10+08:00
投资是一场修行了-112,https://www.jianshu.com/p/4248e002c361,"
 12
","
 0
", 0,2018-06-24T23:07:15+08:00
【投资心得】选好自己的投资风格-111,https://www.jianshu.com/p/0fc1cb63b681,"
 13
","
 0
", 0,2018-06-23T19:04:25+08:00
买预期卖事实_110,https://www.jianshu.com/p/1d0cdb9147c6,"
 13
","
 0
", 0,2018-06-22T21:49:44+08:00
平台币的末路-109,https://www.jianshu.com/p/2eb26492e610,"
 24
","
 0
", 0,2018-06-21T17:39:27+08:00
平台币FT-108,https://www.jianshu.com/p/fdc684e3b6ba,"
 50
","
 0
", 0,2018-06-20T14:55:37+08:00
暴跌的股市-107,https://www.jianshu.com/p/0398a14be301,"
 6
","
 0
", 0,2018-06-19T21:40:06+08:00
抓住自己的机会-106,https://www.jianshu.com/p/de0ce100c333,"
 13
","
 0
", 0,2018-06-18T22:25:10+08:00
105,https://www.jianshu.com/p/69ad9cf09352,"
 14
","
 0
", 0,2018-06-17T23:17:49+08:00
寒冬之后才会花开-104,https://www.jianshu.com/p/3a99285c1c2d,"
 11
","
 0
", 0,2018-06-17T16:43:08+08:00
健康才是第一位-103,https://www.jianshu.com/p/cab19b6a3492,"
 10
","
 0
", 0,2018-06-15T22:46:50+08:00
如何吃到区块链的红利-102,https://www.jianshu.com/p/398803226119,"
 13
","
 0
", 0,2018-06-14T21:15:27+08:00
ulord-可以个人挖矿的项目-101,https://www.jianshu.com/p/19037cd70c8e,"
 18
","
 0
", 0,2018-06-13T18:02:57+08:00
cmt 草莓币-第100天,https://www.jianshu.com/p/97601bd3aa45,"
 33
","
 0
", 0,2018-06-12T17:04:27+08:00
【投资随笔】投资兵器库-投资日记-第99天,https://www.jianshu.com/p/8a2a02f9efaa,"
 35
","
 2
", 1,2018-06-11T17:15:12+08:00
众争勿往-第98天,https://www.jianshu.com/p/6e2ee218496e,"
 13
","
 0
", 0,2018-06-10T22:04:06+08:00
高考-比特币-区块链-EOS新的开始-第97天,https://www.jianshu.com/p/33d6b17a4b5f,"
 8
","
 0
", 0,2018-06-09T21:42:52+08:00
无第96天,https://www.jianshu.com/p/e463a380223e,"
 6
","
 0
", 0,2018-06-09T21:07:28+08:00
认知就是金钱-第95天,https://www.jianshu.com/p/52fbe6c2acf6,"
 11
","
 0
", 0,2018-06-07T21:23:13+08:00
【投资随笔】耐心的重要性-第94天,https://www.jianshu.com/p/c5dbdb3fa646,"
 94
","
 4
", 1,2018-06-06T17:22:44+08:00
